order_id,ship_date,carrier,origin_city,origin_country,destination_city,destination_country,service_level,customer_segment,weight_kg,freight_cost,currency,transit_days,promised_days,status
ORD-101926,"Sep 15, 2025",Baltica Log.,Milan,IT,Madrid,ES,Standard,E-Commerce,8.56,561.55,SEK,6.0,4,Delayed
ORD-104880,2025-09-25,MERIDIAN EXPRESS,Milan,IT,Turin,IT,Standard,Retail,15.69,741.05,SEK,3.0,4,Delivered
ORD-102252,2025-07-12,Nordfrakt AB,Rotterdam,NL,London,GB,Standard,Wholesale,31.87,88.1,EUR,4.0,4,Delivered
ORD-102136,2025-12-24 00:00:00,Nordfrakt,Gothenburg,SE,Brno,CZ,Standard,Wholesale,25.11,78.39,EUR,4.0,4,Delivered
ORD-104925,"Apr 21, 2025",Kestrel Parcels AB,Rotterdam,NL,Gothenburg,SE,Economy,Retail,25.94,46.77,EUR,4.0,7,Delivered
ORD-104115,2025-11-17,Meridian Expr,Gothenburg,SE,London,GB,Economy,Retail,20.37,58.11,EUR,6.0,7,Delivered
ORD-104167,2025-06-08 00:00:00,Vantage Freight Ltd,Gothenburg,SE,Zurich,CH,Express,E-Commerce,25.21,144.58,EUR,2.0,2,Delivered
ORD-101478,07/07/2025,Vantage Freight Ltd,Barcelona,ES,Vienna,AT,Standard,E-Commerce,24.79,89.34,USD,,4,Delivered
ORD-100338,2025-06-20,Vantage Freight Ltd,Rotterdam,NL,Amsterdam,NL,Standard,Industrial,19.41,50.6,EUR,3.0,4,Delivered
ORD-102011,"Oct 02, 2025",Vantage Freight,Gothenburg,SE,Valencia,ES,Economy,Retail,2.77,31.53,EUR,9.0,7,Delayed
ORD-100253,29/08/2025,MERIDIAN EXPRESS,Hamburg,DE,Tampere,FI,Standard,Retail,3.91,472.93,SEK,3.0,4,Delivered
ORD-100320,24/08/2025,Kestrel Parcel,Barcelona,ES,Frankfurt,DE,Standard,Industrial,24.09,74.51,USD,3.0,4,DELIVERED
ORD-103621,2025-07-01 00:00:00,nordfrakt,Gothenburg,SE,Bergen,NO,Express,Retail,6.39,98.47,USD,2.0,2,Delivered
ORD-101084,19/06/2025,Baltica Logistics,Rotterdam,NL,Stockholm,SE,Economy,Wholesale,24.88,53.32,EUR,2.0,7,Delivered
ORD-101191,2025-07-31,Vantage Freight Ltd,Gothenburg,SE,Lyon,FR,Economy,Industrial,22.32,547.42,SEK,3.0,7,Delivered
ORD-100620,2025-10-25, Meridian Express,Gothenburg,SE,Tampere,FI,Economy,Wholesale,23.19,50.15,USD,6.0,7,Delivered
ORD-102978,04/08/2025,Meridian Expr,Rotterdam,NL,Copenhagen,DK,Standard,Industrial,60.82,63.14,EUR,2.0,4,Delivered
ORD-101777,2025-05-29,Baltica Log.,Milan,IT,Gdansk,PL,Standard,Wholesale,36.66,118.17,EUR,4.0,4,Delivered
ORD-100577,"Dec 15, 2025",kestrel,Hamburg,DE, Cologne ,DE,Standard,Retail,16.17,66.92,EUR,4.0,4,Delivered
ORD-101805,"Mar 25, 2025",Vantage,Gothenburg,SE,Lyon,FR,Standard,Retail,47.21,111.64,EUR,3.0,4,DELIVERED
ORD-104361,,Baltica Log.,Hamburg,DE,Cologne,DE,Standard,Wholesale,18.2,65.88,EUR,4.0,4,Delivered
ORD-100270,11/08/2025,nordfrakt,Hamburg,DE,Gothenburg,SE,Economy,Retail,34.75,54.4,EUR,3.0,7,Delivered
ORD-100170,28/04/2025,MERIDIAN EXPRESS,Gothenburg,SE,Helsinki,FI,Standard,Retail,25.04,83.72,EUR,4.0,4,Delivered
ORD-103076,"Apr 29, 2025",vantage freight,Rotterdam,NL,Bergen,NO,Standard,Wholesale,27.94,80.84,EUR,3.0,4,DELIVERED
ORD-101815,30/04/2025,kestrel,Rotterdam,NL,Aarhus,DK,Standard,E-Commerce,4.84,31.56,EUR,3.0,4,Delivered
ORD-104991,12/12/2025,Kestrel Parcel,Barcelona,ES,Bergen,NO,Standard,Industrial,23.43,85.52,EUR,4.0,4,Delivered
ORD-104197,"May 08, 2025",Vantage Freight,Hamburg,DE,Madrid,ES,Economy,Retail,24.77,64.09,USD,5.0,7,Delivered
ORD-101496,2025-12-29,Nordfrakt,Rotterdam,NL,Malmo,SE,Standard,Wholesale,7.47,39.07,EUR,2.0,4,Delivered
ORD-103847,"Sep 14, 2025", Meridian Express,Hamburg,DE,London,GB,Express,E-Commerce,23.01,133.21,EUR,2.0,2,Delivered
ORD-103827,"Dec 29, 2025",MERIDIAN EXPRESS,Barcelona,ES,London,GB,Standard,Industrial,53.33,122.73,EUR,3.0,4,Delivered
ORD-101786,2025-06-17, Meridian Express,Rotterdam,NL,Amsterdam,NL,Standard,E-Commerce,33.03,76.8,EUR,3.0,4,Delivered
ORD-102170,12/03/2025,kestrel,Barcelona,ES,Lyon,FR,Express,Wholesale,14.35,103.63,EUR,3.0,2,Delayed
ORD-102301,2025-05-19 00:00:00,vantage freight,Gothenburg,SE,Aarhus,DK,Standard,Wholesale,32.38,82.06,EUR,2.0,4,Delivered
ORD-102466,13/08/2025,hanseatic line,Barcelona,ES,Aarhus,DK,Express,Industrial,33.83,168.79,EUR,2.0,2,Delivered
ORD-100295,"Dec 11, 2025",vantage freight,Gothenburg,SE,Gothenburg,SE,Standard,Wholesale,44.78,110.38,EUR,2.0,4,Delivered
ORD-100053,2025-11-12,baltica,Milan,IT,Warsaw,PL,Express,Wholesale,42.71,192.51,EUR,,2,Delayed
ORD-104084,"Dec 01, 2025",Kestrel Parcels AB,Milan,IT,Valencia,ES,Economy,Retail,80.16,136.35,USD,8.0,7,Delayed
ORD-104506,"Aug 07, 2025",Vantage Freight,Rotterdam,NL,Geneva,CH,Standard,Wholesale,51.24,108.0,EUR,4.0,4,DELIVERED
ORD-103014,2025-11-24,nordfrakt,Hamburg,DE,Aarhus,DK,Standard,E-Commerce,38.3,82.76,USD,3.0,4,Delivered
ORD-102727,24/03/2025,Meridian Expr,Barcelona,ES,Gdansk,PL,Express,Retail,33.33,178.73,EUR,2.0,2,DELIVERED
ORD-102006,2025-10-27,MERIDIAN EXPRESS,Gothenburg,SE,Turin,IT,Express,Retail,13.56,94.96,EUR,3.0,2,Delayed
ORD-100365,2025-12-10 00:00:00,HANSEATIC,Gothenburg,SE,Rome,IT,Standard,E-Commerce,37.65,95.44,EUR,6.0,4,Delayed
ORD-104487,"Jul 18, 2025",Kestrel Parcels AB,Hamburg,DE,Bergen,NO,Express,Wholesale,10.85,838.71,SEK,2.0,2,Delivered
ORD-102949,2025-12-11,Vantage Freight,Rotterdam,NL,Turin,IT,Standard,Industrial,5.23,551.3000000000001,EUR,5.0,4,Delayed
ORD-101487,2025-03-03,Baltica Logistics A/S,Rotterdam,NL,Madrid,ES,Standard,Industrial,28.91,913.57,SEK,5.0,4,Delayed
ORD-101351,"Oct 02, 2025",Meridian Expr,Hamburg,DE,Malmo,SE,Economy,E-Commerce,16.13,37.38,USD,2.0,7,Delivered
ORD-100291,2025-07-25 00:00:00,Kestrel Parcel,Rotterdam,NL,Eindhoven,NL,Standard,Wholesale,30.66,62.31,EUR,3.0,4,Delivered
ORD-103548,2025-08-18 00:00:00,Vantage Freight Ltd,Barcelona,ES,Geneva,CH,Economy,Industrial,17.4,44.01,USD,6.0,7,Delivered
ORD-100389,26/05/2025,kestrel,Milan,IT, Madrid ,ES,Express,Industrial,5.07,105.68,USD,3.0,2,Delayed
ORD-104390,"Jun 08, 2025", Nordfrakt ,Gothenburg,SE,Gdansk,PL,Standard,Industrial,68.44,142.35,EUR,4.0,4,Delivered
ORD-101870,2025-03-24 00:00:00,Hanseatic Lines,Rotterdam,NL,Marseille,FR,Standard,E-Commerce,29.23,85.22,USD,5.0,4,Delayed
ORD-100247,2025-10-15,Baltica Logistics A/S,Rotterdam,NL,Stockholm,SE,Standard,Retail,15.86,53.44,EUR,2.0,4,Delivered
ORD-102759,2025-10-22,Nordfrakt,Milan,IT, Berlin ,DE,Economy,Wholesale,8.41,48.22,USD,3.0,7,Delivered
ORD-103635,2025-11-15 00:00:00,Vantage Freight,Hamburg,DE,Stockholm,SE,Standard,Wholesale,29.99,81.28,EUR,2.0,4,Delivered
ORD-100410,2025-06-04, Nordfrakt ,Gothenburg,SE,Eindhoven,NL,Express,Industrial,36.2,144.06,USD,2.0,2,Delivered
ORD-102005,2025-05-12,Vantage,Rotterdam,NL,Geneva,CH,Standard,Industrial,83.32,192.01,EUR,3.0,4,Delivered
ORD-104825,2025-10-15 00:00:00,Vantage,Gothenburg,SE,Geneva,CH,Standard,Retail,22.82,77.82,EUR,4.0,4,Delivered
ORD-101894,2025-05-13 00:00:00,nordfrakt,Barcelona,ES,Geneva,CH,Express,Industrial,13.49,110.66,EUR,2.0,2,Delivered
ORD-101184,2025-10-17 00:00:00,Hanseatic Lines,Hamburg,DE,London,GB,Standard,Industrial,5.73,51.68,EUR,6.0,4,Delayed
ORD-104451,"Jul 18, 2025",KESTREL PARCEL,Gothenburg,SE,Cologne,DE,Standard,Retail,37.49,91.48,USD,4.0,4,Delivered
ORD-100832,04/11/2025,vantage freight,Rotterdam,NL,Paris,FR,Express,Retail,14.88,128.02,EUR,2.0,2,Delivered
ORD-101803,21/07/2025,Baltica Logistics,Gothenburg,SE,Zurich,CH,Standard,Industrial,33.7,86.01,USD,5.0,4,Delayed
ORD-104117,"May 11, 2025",Hanseatic Lines,Hamburg,DE,Turin,IT,Economy,Retail,16.91,39.67,EUR,8.0,7,Delayed
ORD-104505,2025-09-24 00:00:00,MERIDIAN EXPRESS,Gothenburg,SE,Tampere,FI,Express,Wholesale,8.64,113.71,USD,2.0,2,Delivered
ORD-101075,29/05/2025,Kestrel Parcel,Barcelona,ES,Oslo,NO,Economy,Wholesale,34.59,53.9,EUR,3.0,7,Delivered
ORD-104186,24/07/2025,baltica,Milan,IT,Zurich,CH,Economy,E-Commerce,38.02,71.63,USD,5.0,7,Delivered
ORD-102439,2025-04-07,Baltica Logistics,Milan,IT,Madrid,ES,Standard,Wholesale,29.06,101.84,USD,4.0,4,Delivered
ORD-100769,"Sep 23, 2025",Baltica Logistics,Hamburg,DE,Vienna,AT,Economy,E-Commerce,15.46,33.71,EUR,6.0,7,Delivered
ORD-103514,"Jul 23, 2025",MERIDIAN EXPRESS,Gothenburg,SE,Malmo,SE,Standard,Industrial,44.2,,EUR,2.0,4,Delivered
ORD-101946,2025-05-26, Nordfrakt ,Hamburg,DE,Aarhus,DK,Economy,E-Commerce,29.62,62.02,USD,3.0,7,Delivered
ORD-100752,"Apr 17, 2025",Vantage Freight Ltd,Gothenburg,SE,Amsterdam,NL,Standard,Industrial,31.21,87.29,USD,3.0,4,Delivered
ORD-104410,"May 06, 2025",MERIDIAN EXPRESS,Barcelona,ES,Krakow,PL,Express,E-Commerce,3.22,91.03,EUR,3.0,2,Delayed
ORD-104190,2025-10-22 00:00:00,Vantage Freight,Gothenburg,SE,Vienna,AT,Standard,Retail,35.8,85.07,USD,3.0,4,Delivered
ORD-104953,2025-05-19 00:00:00,Baltica Logistics A/S,Gothenburg,SE,Aarhus,DK,Standard,Industrial,37.29,69.95,EUR,2.0,4,Delivered
ORD-104146,2025-10-14,Baltica Logistics,Hamburg,DE, Valencia ,ES,Express,Retail,49.99,222.1,EUR,3.0,2,Delayed
ORD-101135,2025-04-01 00:00:00,Nordfrakt AB,Hamburg,DE,Gdansk,PL,Standard,Retail,11.07,55.33,EUR,4.0,4,Delivered
ORD-103311,2025-10-07,Nordfrakt AB,Rotterdam,NL,Copenhagen,DK,Economy,Industrial,15.93,37.3,USD,2.0,7,Delivered
ORD-104029,"Oct 14, 2025",Meridian Expr,Hamburg,DE, Vienna ,AT,Standard,Retail,5.06,45.16,EUR,3.0,4,Delivered
ORD-104552,2025-04-24 00:00:00,KESTREL PARCEL,Rotterdam,NL,Helsinki,FI,Standard,Wholesale,28.7,98.83,USD,4.0,4,Delivered
ORD-102643,2025-11-11 00:00:00,vantage freight,Milan,IT,Oslo,NO,Economy,Wholesale,7.85,33.62,USD,4.0,7,Delivered
ORD-103765,2025-10-13 00:00:00,Vantage Freight Ltd,Gothenburg,SE,Bergen,NO,Standard,E-Commerce,86.8,1423.6,SEK,3.0,4,Delivered
ORD-103893,2025-06-19,Meridian Expr,Rotterdam,NL,Zurich,CH,Standard,Retail,17.19,72.88,EUR,3.0,4,Delivered
ORD-102495,"Jun 23, 2025",Meridian Expr,Milan,IT,Graz,AT,Express,Industrial,13.8,1497.76,SEK,3.0,2,Delayed
ORD-102068,2025-08-29 00:00:00,Nordfrakt,Rotterdam,NL,Turin,IT,Economy,Industrial,56.61,1040.72,SEK,5.0,7,Delivered
ORD-103959,"Jun 27, 2025",Hanseatic Line,Hamburg,DE,Oslo,NO,Standard,Retail,42.7,94.7,EUR,,4,Cancelled
ORD-103579,2025-04-14,nordfrakt,Rotterdam,NL,Marseille,FR,Standard,Wholesale,40.81,90.35,USD,3.0,4,Delivered
ORD-102059,"Oct 08, 2025",Vantage Freight,Gothenburg,SE,Copenhagen,DK,Standard,Wholesale,52.83,99.76,EUR,2.0,4,Delivered
ORD-102811,2025-08-05 00:00:00, Meridian Express,Gothenburg,SE,Lyon,FR,Economy,Industrial,30.67,62.17,USD,4.0,7,Delivered
ORD-104109,"Aug 25, 2025",baltica,Gothenburg,SE,Rome,IT,Economy,E-Commerce,5.66,30.32,EUR,5.0,7,Delivered
ORD-101073,2025-12-15,Vantage,Hamburg,DE,Eindhoven,NL,Standard,Wholesale,13.54,56.73,EUR,3.0,4,Delivered
ORD-101753,03/10/2025,Vantage Freight Ltd,Barcelona,ES,Graz,AT,Economy,Industrial,42.8,77.84,USD,6.0,7,Delivered
ORD-101159,"Sep 03, 2025",vantage freight,Gothenburg,SE,Lyon,FR,Economy,Wholesale,16.69,416.26,SEK,5.0,7,Delivered
ORD-102958,2025-12-08,Nordfrakt AB,Hamburg,DE,Madrid,ES,Standard,Retail,22.17,74.07,USD,3.0,4,Delivered
ORD-101238,"Aug 11, 2025",Vantage,Milan,IT,Berlin,DE,Economy,E-Commerce,9.06,35.42,EUR,4.0,7,Delivered
ORD-102398,2025-07-17 00:00:00,baltica,Gothenburg,SE,Cologne,DE,Express,Wholesale,49.41,237.32,EUR,2.0,2,Delivered
ORD-103892,2025-10-26,Nordfrakt AB,Gothenburg,SE,Madrid,ES,Economy,Industrial,37.21,59.1,EUR,5.0,7,Delivered
ORD-104951,"Mar 28, 2025",Kestrel Parcel,Rotterdam,NL,Amsterdam,NL,Standard,Wholesale,27.01,59.06,EUR,4.0,4,DELIVERED
ORD-101513,2025-08-29,nordfrakt,Rotterdam,NL,Krakow,PL,Standard,Retail,53.93,1003.15,SEK,5.0,4,Delayed
ORD-102196,2025-08-07 00:00:00,Meridian Expr,Rotterdam,NL,Graz,AT,Standard,Wholesale,24.26,66.9,EUR,4.0,4,Delivered
ORD-104160,2025-10-08 00:00:00,vantage freight,Gothenburg,SE,Rome,IT,Standard,Industrial,11.07,50.9,EUR,3.0,4,Delivered
ORD-101068,,Nordfrakt AB,Gothenburg,SE,Cologne,DE,Express,E-Commerce,16.28,121.15,EUR,2.0,2,Delivered
ORD-104149,"Oct 01, 2025",Nordfrakt AB,Gothenburg,SE,Frankfurt,DE,Express,Retail,40.63,170.77,EUR,2.0,2,Delivered
ORD-100076,2025-08-29,nordfrakt,Gothenburg,SE,Krakow,PL,Express,Wholesale,33.22,172.13,EUR,2.0,2,Delivered
ORD-102659,"May 28, 2025",MERIDIAN EXPRESS,Milan,IT,Stockholm,SE,Economy,E-Commerce,61.29,77.66,EUR,3.0,7,Delivered
ORD-101799,2025-12-12,nordfrakt,Gothenburg,SE,Vienna,AT,Economy,E-Commerce,19.48,47.4,USD,8.0,7,Delayed
ORD-104854,2025-03-31,Nordfrakt,Gothenburg,SE,Frankfurt,DE,Standard,E-Commerce,28.15,49.06,EUR,3.0,4,Delivered
ORD-102785,"May 05, 2025",Baltica Log.,Rotterdam,NL,Gdansk,PL,Economy,Industrial,4.2,38.3,USD,8.0,7,Delayed
ORD-101038,2025-10-26 00:00:00,Kestrel Parcel,Rotterdam,NL,Prague,CZ,Express,Retail,33.09,,EUR,2.0,2,Delivered
ORD-101959,2025-06-11,MERIDIAN EXPRESS,Gothenburg,SE,Brno,CZ,Standard,Industrial,60.46,129.52,EUR,3.0,4,Delivered
ORD-104133,"Dec 01, 2025",nordfrakt,Milan,IT,Marseille,FR,Standard,Wholesale,4.8,54.31,EUR,4.0,4,Delivered
ORD-102505,"May 05, 2025",kestrel,Gothenburg,SE,Brno,CZ,Standard,E-Commerce,37.85,86.86,EUR,5.0,4,DELAYED
ORD-100626,2025-09-02,Kestrel Parcels AB,Barcelona,ES,Helsinki,FI,Economy,E-Commerce,99.68,1631.05,SEK,9.0,7,Delayed
ORD-103065,2025-12-29,nordfrakt,Milan,IT,Valencia,ES,Standard,Industrial,15.47,76.52,EUR,5.0,4,Delayed
ORD-103849,2025-07-02,Meridian Express,Gothenburg,SE,Copenhagen,DK,Standard,E-Commerce,29.82,77.06,EUR,2.0,4,Delivered
ORD-101099,"Oct 27, 2025",Nordfrakt AB,Gothenburg,SE,Stockholm,SE,Standard,E-Commerce,17.5,57.51,USD,2.0,4,Delivered
ORD-104535,04/12/2025,vantage freight,Gothenburg,SE,Amsterdam,NL,Standard,Industrial,20.2,64.89,EUR,3.0,4,Delivered
ORD-101908,2025-03-21 00:00:00,Vantage Freight,Hamburg,DE,Munich,DE,Economy,Industrial,47.09,82.12,EUR,3.0,7,Delivered
ORD-104335,"Oct 20, 2025",Nordfrakt AB,Milan,IT,Lyon,FR,Standard,Wholesale,30.53,86.65,EUR,3.0,4,Delivered
ORD-102680,05/05/2025,Kestrel Parcels AB,Hamburg,DE,Stockholm,SE,Express,Industrial,36.33,,EUR,1.0,2,DELIVERED
ORD-103529,05/05/2025,Kestrel Parcels AB,Gothenburg,SE,Oslo,NO,Standard,Retail,2.69,44.11,USD,4.0,4,Delivered
ORD-101910,10/04/2025,nordfrakt,Gothenburg,SE,Marseille,FR,Economy,E-Commerce,17.39,52.7,USD,4.0,7,Delivered
ORD-104457,"Mar 22, 2025", Nordfrakt ,Milan,IT,Paris,FR,Express,Retail,19.77,132.1,EUR,2.0,2,Delivered
ORD-102933,25/10/2025,Vantage Freight Ltd,Gothenburg,SE,Gothenburg,SE,Express,Retail,18.54,95.06,EUR,1.0,2,Delivered
ORD-100309,29/04/2025,Baltica Logistics,Barcelona,ES,Geneva,CH,Economy,Industrial,19.28,54.35,EUR,4.0,7,Delivered
ORD-101412,16/07/2025,Baltica Logistics A/S,Rotterdam,NL,Lyon,FR,Express,E-Commerce,38.93,188.56,EUR,2.0,2,Delivered
ORD-100484,"Nov 10, 2025",kestrel,Gothenburg,SE,Madrid,ES,Economy,Industrial,31.5,58.14,USD,,7,Delivered
ORD-104624,"Oct 02, 2025",Baltica Logistics A/S,Barcelona,ES,Frankfurt,DE,Express,Industrial,38.78,194.78,EUR,3.0,2,Delayed
ORD-100367,2025-08-21 00:00:00,Baltica Logistics A/S,Hamburg,DE,Marseille,FR,Standard,Retail,37.57,1005.82,SEK,3.0,4,Delivered
ORD-103441,2025-03-14 00:00:00,Nordfrakt,Gothenburg,SE,Gdansk,PL,Express,E-Commerce,15.08,110.67,EUR,3.0,2,Delayed
ORD-100441,2025-08-13 00:00:00,Vantage,Milan,IT,Geneva,CH,Express,Wholesale,18.4,100.36,EUR,2.0,2,Delivered
ORD-101593,"Mar 11, 2025",Nordfrakt,Rotterdam,NL, Gdansk ,PL,Economy,Industrial,39.82,57.55,EUR,6.0,7,Delivered
ORD-102263,09/12/2025,Vantage Freight,Gothenburg,SE,Brno,CZ,Standard,Retail,36.53,102.61,EUR,4.0,4,Delivered
ORD-100896,2025-12-05 00:00:00,Vantage Freight Ltd,Gothenburg,SE,Malmo,SE,Standard,Industrial,19.75,63.38,EUR,2.0,4,Delivered
ORD-101541,2025-07-11,Meridian Express,Milan,IT,Zurich,CH,Standard,Industrial,23.37,71.77,USD,4.0,4,Delivered
ORD-101404,2025-06-06,Vantage,Gothenburg,SE, Cologne ,DE,Standard,Wholesale,7.47,60.56,EUR,3.0,4,Delivered
ORD-103470,"Jul 01, 2025",Kestrel Parcels AB,Rotterdam,NL,Paris,FR,Standard,E-Commerce,10.73,49.91,EUR,5.0,4,Delayed
ORD-104235,2025-03-22 00:00:00, Nordfrakt ,Gothenburg,SE,Brno,CZ,Express,Industrial,20.84,145.61,EUR,2.0,2,Delivered
ORD-104948,2025-07-24,Hanseatic Line,Hamburg,DE, Frankfurt ,DE,Standard,Wholesale,22.49,59.53,EUR,3.0,4,Delivered
ORD-102031,2025-06-06 00:00:00,nordfrakt,Gothenburg,SE,Graz,AT,Standard,Wholesale,11.25,66.65,EUR,3.0,4,DELIVERED
ORD-100945,2025-05-05,Vantage Freight Ltd,Gothenburg,SE,Turin,IT,Standard,Wholesale,40.18,101.75,EUR,4.0,4,Delivered
ORD-101689,21/04/2025,Baltica Log.,Hamburg,DE,Tampere,FI,Express,Industrial,41.51,212.51,EUR,2.0,2,Delivered
ORD-104240,2025-09-01 00:00:00,Nordfrakt AB,Hamburg,DE,Copenhagen,DK,Standard,E-Commerce,7.38,39.51,USD,2.0,4,Delivered
ORD-100072,2025-11-10 00:00:00,baltica,Gothenburg,SE,Krakow,PL,Economy,Retail,49.19,70.96,EUR,6.0,7,Delivered
ORD-104188,2025-03-24,Baltica Log.,Rotterdam,NL, Cologne ,DE,Economy,Wholesale,70.24,102.26,EUR,5.0,7,Delivered
ORD-100994,2025-12-16,Meridian Express,Rotterdam,NL,Malmo,SE,Standard,Retail,39.74,,USD,2.0,4,Delivered
ORD-102137,"Mar 13, 2025",Vantage,Milan,IT,Geneva,CH,Economy,Industrial,10.32,48.05,USD,5.0,7,Delivered
ORD-102065,2025-12-05,Hanseatic Line,Gothenburg,SE,Aarhus,DK,Economy,Industrial,6.78,37.14,EUR,7.0,7,Delivered
ORD-104633,"Jun 04, 2025",Vantage Freight,Gothenburg,SE,Valencia,ES,Standard,Wholesale,32.84,102.4,USD,4.0,4,Delivered
ORD-104843,2025-06-17,Nordfrakt AB,Barcelona,ES,Madrid,ES,Economy,E-Commerce,5.14,33.58,EUR,7.0,7,DELIVERED
ORD-101775,2025-05-12,Meridian Express,Hamburg,DE,Munich,DE,Economy,Retail,33.65,66.4,EUR,4.0,7,Delivered
ORD-104031,,Vantage Freight,Gothenburg,SE, Turin ,IT,Standard,Wholesale,4.24,54.93,EUR,3.0,4,Delivered
ORD-100838,"Mar 10, 2025",MERIDIAN EXPRESS,Gothenburg,SE,Frankfurt,DE,Express,Wholesale,14.07,91.96,EUR,2.0,2,Delivered
ORD-103362,2025-03-26,Meridian Express,Rotterdam,NL,Bergen,NO,Standard,E-Commerce,54.67,105.22,EUR,4.0,4,Delivered
ORD-101903,15/07/2025, Meridian Express,Milan,IT,Malmo,SE,Express,E-Commerce,50.67,170.05,EUR,1.0,2,Delivered
ORD-100298,04/08/2025,MERIDIAN EXPRESS,Rotterdam,NL,Helsinki,FI,Express,Wholesale,11.41,132.76,USD,3.0,2,Delayed
ORD-101899,03/09/2025,Vantage Freight Ltd,Hamburg,DE,Prague,CZ,Express,Wholesale,33.51,174.46,EUR,3.0,2,Delayed
ORD-101293,"Mar 03, 2025",Meridian Express,Gothenburg,SE,Aarhus,DK,Standard,E-Commerce,9.12,40.16,EUR,3.0,4,Delivered
ORD-100266,2025-11-03 00:00:00,Vantage Freight Ltd,Hamburg,DE,Rome,IT,Economy,Wholesale,41.14,66.23,EUR,7.0,7,Delivered
ORD-101029,2025-09-01 00:00:00,Baltica Log.,Rotterdam,NL,Stockholm,SE,Standard,Wholesale,68.89,123.42,USD,2.0,4,Delivered
ORD-104030,2025-12-23,Baltica Logistics A/S,Hamburg,DE,Rome,IT,Standard,Industrial,15.49,72.76,USD,5.0,4,Delayed
ORD-103390,2025-07-17 00:00:00, Nordfrakt ,Barcelona,ES,Malmo,SE,Economy,Retail,21.69,41.06,EUR,3.0,7,Delivered
ORD-101914,28/08/2025, Nordfrakt ,Rotterdam,NL,Prague,CZ,Economy,Industrial,21.88,37.9,EUR,5.0,7,Delivered
ORD-103215,"Jul 24, 2025",Kestrel Parcel,Barcelona,ES,Marseille,FR,Standard,Industrial,15.84,61.13,EUR,5.0,4,Delayed
ORD-104300,"Jul 30, 2025",Baltica Logistics,Hamburg,DE,Berlin,DE,Standard,E-Commerce,7.93,505.54,SEK,3.0,4,Delivered
ORD-101609,2025-05-09,Baltica Logistics,Rotterdam,NL, Stockholm ,SE,Economy,Retail,58.61,72.92,EUR,3.0,7,Delivered
ORD-101785,2025-07-14 00:00:00,Kestrel Parcel,Hamburg,DE,Copenhagen,DK,Express,Industrial,18.61,106.42,EUR,1.0,2,Delivered
ORD-101936,22/09/2025,Vantage,Gothenburg,SE, Oslo ,NO,Economy,E-Commerce,3.21,32.42,EUR,3.0,7,Delivered
ORD-104058,2025-06-23 00:00:00,vantage freight,Gothenburg,SE,Gothenburg,SE,Standard,Retail,19.16,60.13,USD,2.0,4,Delivered
ORD-103853,"Sep 10, 2025",Baltica Logistics,Rotterdam,NL,Geneva,CH,Standard,Wholesale,19.01,77.4,USD,4.0,4,Delivered
ORD-103181,"Jun 16, 2025",Meridian Expr,Hamburg,DE,Frankfurt,DE,Standard,Industrial,52.46,116.06,EUR,3.0,4,Delivered
ORD-102927,2025-08-24,Baltica Logistics,Hamburg,DE,Malmo,SE,Economy,Retail,31.85,69.47,EUR,3.0,7,Delivered
ORD-103221,"Jul 17, 2025",Baltica Logistics,Hamburg,DE,Malmo,SE,Standard,E-Commerce,5.26,40.19,EUR,2.0,4,Delivered
ORD-101431,2025-06-10,Hanseatic Line,Hamburg,DE,Berlin,DE,Standard,Industrial,44.31,92.1,EUR,5.0,4,DELAYED
ORD-103981,18/04/2025,Vantage Freight,Rotterdam,NL,Rome,IT,Standard,Industrial,19.31,64.13,EUR,4.0,4,Delivered
ORD-100112,2025-12-31,Nordfrakt AB,Barcelona,ES,Rome,IT,Economy,Industrial,6.15,39.95,EUR,6.0,7,Delivered
ORD-102365,"Apr 17, 2025",kestrel,Gothenburg,SE,Cologne,DE,Express,Retail,21.92,103.05,EUR,2.0,2,Delivered
ORD-101321,"Jul 29, 2025",Nordfrakt AB,Rotterdam,NL,Frankfurt,DE,Express,Wholesale,22.24,131.32,EUR,2.0,2,Delivered
ORD-104021,2025-03-27,Meridian Expr,Gothenburg,SE, Marseille ,FR,Express,E-Commerce,34.41,212.84,EUR,2.0,2,Delivered
ORD-102576,2025-07-28 00:00:00,kestrel,Gothenburg,SE,Madrid,ES,Standard,Retail,61.87,1675.53,SEK,6.0,4,Delayed
ORD-100947,2025-05-13 00:00:00,vantage freight,Hamburg,DE,Madrid,ES,Standard,Industrial,55.58,156.69,EUR,4.0,4,Delivered
ORD-101587,12/04/2025,Baltica Logistics A/S,Milan,IT,Madrid,ES,Express,E-Commerce,46.85,191.81,EUR,3.0,2,DELAYED
ORD-101177,16/06/2025,Meridian Expr,Hamburg,DE,Munich,DE,Economy,Wholesale,3.45,201.20000000000002,EUR,4.0,7,Delivered
ORD-102641,"Nov 28, 2025",Hanseatic Lines,Rotterdam,NL,Gdansk,PL,Standard,Retail,10.83,68.62,USD,6.0,4,Delayed
ORD-102592,2025-12-18 00:00:00,Baltica Log.,Gothenburg,SE, Madrid ,ES,Economy,Wholesale,24.65,59.68,EUR,7.0,7,Delivered
ORD-103744,"Jul 11, 2025",KESTREL PARCEL,Milan,IT,Malmo,SE,Standard,E-Commerce,28.47,62.87,EUR,3.0,4,Delivered
ORD-103931,"Apr 11, 2025", Nordfrakt ,Milan,IT,Rome,IT,Economy,Industrial,25.16,49.39,EUR,7.0,7,Delivered
