Order ID,Carrier,Ship Date,Service Level,Status,Origin City,Origin Country,Destination City,Destination Country,Customer Segment,Weight (kg),Freight Cost,Currency,Transit Days,Promised Days
ORD-101153,vantage freight,2026-07-13 00:00:00,Standard,Delivered,Gothenburg,SE,Munich,DE,E-Commerce,57.87,119.38,USD,3.0,4
ORD-104840, Meridian Express,2026-04-23,Economy,Delivered,Milan,IT,Stockholm,SE,Industrial,49.22,67.22,EUR,3.0,7
ORD-101627,nordfrakt,"Jan 15, 2026",Standard,Delayed,Barcelona,ES,Madrid,ES,E-Commerce,29.47,72.3,EUR,5.0,4
ORD-104042,Kestrel Parcels AB,2026-04-22,Standard,Delivered,Hamburg,DE,Copenhagen,DK,E-Commerce,11.1,41.5,USD,3.0,4
ORD-104425,baltica,2026-06-23,Standard,Delivered,Hamburg,DE,Gothenburg,SE,Wholesale,22.95,70.51,EUR,2.0,4
ORD-104542,Baltica Log.,2026-07-22 00:00:00,Standard,Delivered,Hamburg,DE,Stockholm,SE,Industrial,46.84,83.95,EUR,2.0,4
ORD-102755,Kestrel Parcel,"Jun 22, 2026",Economy,Delivered,Milan,IT, Tampere ,FI,Retail,5.2,28.76,EUR,5.0,7
ORD-100002,Nordfrakt,2026-02-23 00:00:00,Standard,Delivered,Rotterdam,NL,Paris,FR,Industrial,25.28,87.18,EUR,2.0,4
ORD-104215,nordfrakt,28/08/2026,Standard,Delivered,Rotterdam,NL,Valencia,ES,E-Commerce,32.47,91.56,EUR,4.0,4
ORD-103242,vantage freight,2026-07-06 00:00:00,Express,Delivered,Gothenburg,SE,Frankfurt,DE,E-Commerce,24.42,122.1,EUR,2.0,2
ORD-103984,Baltica Log.,15/06/2026,Standard,Delivered,Hamburg,DE,Gothenburg,SE,Retail,68.12,140.38,USD,,4
ORD-100653,Baltica Logistics,2026-05-18,Economy,Delivered,Gothenburg,SE,Cologne,DE,E-Commerce,30.92,42.7,EUR,5.0,7
ORD-102937,vantage freight,2026-04-01,Economy,Delivered,Hamburg,DE,Vienna,AT,Retail,15.72,45.89,EUR,5.0,7
ORD-103106, Meridian Express,2026-06-16,Express,Delivered,Gothenburg,SE,Manchester,GB,Retail,28.11,154.47,USD,2.0,2
ORD-101859,Kestrel Parcel,"Apr 08, 2026",Standard,Delayed,Barcelona,ES,Rome,IT,E-Commerce,18.26,82.99,USD,5.0,4
ORD-102987,Baltica Log.,2026-05-04 00:00:00,Express,Delivered,Rotterdam,NL,Berlin,DE,Wholesale,26.13,140.12,EUR,2.0,2
ORD-104712,Nordfrakt AB,"Jun 30, 2026",Express,Delivered,Barcelona,ES,Munich,DE,Industrial,18.9,105.27,EUR,2.0,2
ORD-101726,KESTREL PARCEL,"Aug 04, 2026",Standard,Delivered,Milan,IT,Munich,DE,Retail,34.97,79.5,EUR,3.0,4
ORD-100037,baltica,"May 29, 2026",Standard,Delivered,Milan,IT,Copenhagen,DK,Wholesale,10.74,52.26,USD,2.0,4
ORD-100744,Hanseatic Line,2026-05-11 00:00:00,Express,Delayed,Rotterdam,NL,Manchester,GB,Wholesale,30.67,168.51,EUR,4.0,2
ORD-102683,baltica,"May 20, 2026",Standard,Delivered,Gothenburg,SE,Vienna,AT,E-Commerce,4.69,473.69,SEK,3.0,4
ORD-102790,Meridian Expr,28/07/2026,Standard,Delivered,Hamburg,DE,Paris,FR,E-Commerce,68.5,151.04,EUR,3.0,4
ORD-102287,Meridian Expr,"May 25, 2026",Economy,Delivered,Gothenburg,SE,Brno,CZ,Wholesale,12.09,54.11,USD,6.0,7
ORD-102389,Kestrel Parcels AB,2026-06-23,Standard,Delivered,Rotterdam,NL,Vienna,AT,Wholesale,20.78,877.66,SEK,3.0,4
ORD-103425,MERIDIAN EXPRESS,2026-08-21 00:00:00,Express,Delivered,Hamburg,DE,Aarhus,DK,Wholesale,31.16,,EUR,2.0,2
ORD-101715,Baltica Logistics A/S,2026-06-26 00:00:00,Express,Delivered,Milan,IT,Cologne,DE,Retail,25.45,117.57,EUR,2.0,2
ORD-104236,nordfrakt,2026-08-01 00:00:00,Standard,Delivered,Gothenburg,SE,Copenhagen,DK,Industrial,22.64,60.49,EUR,2.0,4
ORD-102347,Meridian Expr,2026-04-18,Standard,Delivered,Gothenburg,SE, Graz ,AT,Wholesale,5.26,51.76,USD,3.0,4
ORD-103955,Baltica Log.,"Jul 31, 2026",Standard,Delayed,Gothenburg,SE,Tampere,FI,Wholesale,47.99,111.45,EUR,6.0,4
ORD-102090,Baltica Log.,"Jul 01, 2026",Economy,Delivered,Barcelona,ES,Valencia,ES,Industrial,16.79,51.46,EUR,6.0,7
ORD-100070,Nordfrakt AB,2026-05-11,Standard,Delivered,Barcelona,ES,Stockholm,SE,Retail,88.73,1784.88,SEK,2.0,4
ORD-100060,vantage freight,20/07/2026,Express,Delivered,Rotterdam,NL,Malmo,SE,Wholesale,38.38,117.7,EUR,1.0,2
ORD-101057,Meridian Expr,2026-04-28,Economy,Delivered,Hamburg,DE,Prague,CZ,E-Commerce,18.77,50.2,USD,5.0,7
ORD-100336,KESTREL PARCEL,11/08/2026,Standard,Delivered,Barcelona,ES,Turin,IT,E-Commerce,7.94,63.01,USD,4.0,4
ORD-100578,Kestrel Parcels AB,06/07/2026,Standard,Delivered,Gothenburg,SE,Graz,AT,Wholesale,45.31,101.31,EUR,4.0,4
ORD-104329,KESTREL PARCEL,"Jun 26, 2026",Standard,Delayed,Rotterdam,NL, Krakow ,PL,Wholesale,27.69,85.09,USD,5.0,4
ORD-103384,Vantage,13/05/2026,Standard,Delivered,Rotterdam,NL,Lyon,FR,E-Commerce,26.28,78.68,USD,4.0,4
ORD-104420,Nordfrakt AB,2026-04-01,Express,Delivered,Hamburg,DE,Malmo,SE,E-Commerce,5.98,64.45,USD,1.0,2
ORD-101015, Nordfrakt ,03/06/2026,Express,Delivered,Gothenburg,SE,Munich,DE,Industrial,13.17,86.4,EUR,2.0,2
ORD-100968,Baltica Log.,20/07/2026,Standard,Delivered,Hamburg,DE,Zurich,CH,Industrial,38.92,1120.86,SEK,4.0,4
ORD-101276,Vantage,"Feb 24, 2026",Express,Delayed,Milan,IT,Turin,IT,Retail,13.75,128.49,EUR,3.0,2
ORD-102940,Baltica Log.,2026-03-30 00:00:00,Standard,Delivered,Hamburg,DE,Madrid,ES,Wholesale,39.52,79.41,EUR,,4
ORD-103437,kestrel,"Feb 25, 2026",Express,In Transit,Milan,IT,Gothenburg,SE,Industrial,10.13,94.65,EUR,1.0,2
ORD-103759,MERIDIAN EXPRESS,2026-01-02 00:00:00,Standard,Delivered,Barcelona,ES,London,GB,E-Commerce,61.46,142.35,USD,3.0,4
ORD-102154,Hanseatic Lines,"Mar 22, 2026",Standard,Delayed,Hamburg,DE,London,GB,Industrial,58.6,121.32,EUR,6.0,4
ORD-100785,Kestrel Parcels AB,2026-01-19 00:00:00,Standard,Delivered,Milan,IT,Oslo,NO,Industrial,30.38,79.97,EUR,3.0,4
ORD-100609,Vantage Freight Ltd,2026-06-14 00:00:00,Standard,Delivered,Rotterdam,NL,Prague,CZ,Industrial,8.94,53.64,EUR,4.0,4
ORD-101732,MERIDIAN EXPRESS,2026-03-20,Standard,Delivered,Rotterdam,NL,Warsaw,PL,Wholesale,51.48,95.28,EUR,4.0,4
ORD-100342,Nordfrakt AB,2026-02-05 00:00:00,Economy,Delivered,Rotterdam,NL,London,GB,Wholesale,49.99,79.17,EUR,5.0,7
ORD-100985, Nordfrakt ,22/02/2026,Standard,Delivered,Gothenburg,SE, Oslo ,NO,Industrial,36.05,106.43,USD,3.0,4
ORD-103054,Vantage Freight,07/05/2026,Economy,Delivered,Rotterdam,NL,Berlin,DE,E-Commerce,37.94,56.59,EUR,4.0,7
ORD-104898,Baltica Logistics A/S,2026-04-20,Standard,Delivered,Gothenburg,SE,Krakow,PL,Wholesale,36.24,105.81,USD,3.0,4
ORD-104594,Vantage,2026-02-02,Economy,Delivered,Rotterdam,NL,Gothenburg,SE,Industrial,52.52,810.45,SEK,3.0,7
ORD-102379,nordfrakt,"Feb 23, 2026",Standard,Delivered,Milan,IT,Zurich,CH,Wholesale,17.5,75.9,USD,3.0,4
ORD-101961,Baltica Logistics,2026-08-25 00:00:00,Economy,Delivered,Hamburg,DE,Gothenburg,SE,Wholesale,19.08,37.59,EUR,4.0,7
ORD-100855,Meridian Express,10/06/2026,Standard,Delayed,Hamburg,DE,Madrid,ES,E-Commerce,7.06,66.43,EUR,5.0,4
ORD-100445,Vantage,2026-02-27 00:00:00,Express,Delivered,Gothenburg,SE,Munich,DE,Retail,6.63,82.25,EUR,1.0,2
ORD-103788,nordfrakt,2026-08-18 00:00:00,Standard,Delivered,Hamburg,DE,Lyon,FR,E-Commerce,56.74,121.35,EUR,4.0,4
ORD-104974,Baltica Log.,"May 14, 2026",Express,Delivered,Rotterdam,NL,Stockholm,SE,Retail,22.01,104.75,EUR,1.0,2
ORD-101932,KESTREL PARCEL,"Jun 02, 2026",Express,Delivered,Gothenburg,SE,Amsterdam,NL,Wholesale,15.0,96.94,EUR,2.0,2
ORD-104399,Baltica Logistics,27/02/2026,Express,Delivered,Gothenburg,SE,Malmo,SE,Wholesale,22.53,100.93,EUR,1.0,2
ORD-103148,Baltica Logistics,2026-08-26,Express,Delivered,Gothenburg,SE,Copenhagen,DK,Retail,31.16,159.95,USD,2.0,2
ORD-103223,nordfrakt,2026-04-30,Express,Delivered,Gothenburg,SE,Gothenburg,SE,Wholesale,26.07,107.69,EUR,1.0,2
ORD-102027,vantage freight,2026-08-04 00:00:00,Express,Delivered,Milan,IT,Gdansk,PL,Wholesale,32.17,,EUR,2.0,2
ORD-104351,Kestrel Parcel,2026-01-05 00:00:00,Standard,Delivered,Barcelona,ES,Tampere,FI,Retail,48.51,115.11,EUR,4.0,4
ORD-102862,MERIDIAN EXPRESS,2026-06-02,Economy,Cancelled,Hamburg,DE,Vienna,AT,E-Commerce,77.29,93.1,EUR,,7
ORD-101539,vantage freight,2026-02-04,Standard,Delivered,Gothenburg,SE,Oslo,NO,Industrial,30.7,79.55,EUR,4.0,4
ORD-102688,nordfrakt,2026-02-16,Express,Delivered,Gothenburg,SE,Manchester,GB,E-Commerce,23.25,1427.5,SEK,2.0,2
ORD-100498,HANSEATIC,22/07/2026,Standard,Delayed,Rotterdam,NL,Bergen,NO,Retail,42.35,90.23,EUR,5.0,4
ORD-102572,Meridian Express,2026-04-06 00:00:00,Express,DELAYED,Gothenburg,SE,Turin,IT,Wholesale,26.29,1575.74,SEK,3.0,2
ORD-100190,Kestrel Parcel,2026-03-11 00:00:00,Standard,Delivered,Barcelona,ES,Berlin,DE,Wholesale,12.11,622.93,SEK,4.0,4
ORD-100740,Meridian Expr,25/05/2026,Standard,Delivered,Barcelona,ES,Lyon,FR,Retail,50.53,122.2,EUR,3.0,4
ORD-104318,nordfrakt,2026-06-11,Economy,DELIVERED,Gothenburg,SE,Lyon,FR,Retail,10.99,45.0,USD,5.0,7
ORD-101244,Kestrel Parcels AB,24/06/2026,Express,Delivered,Rotterdam,NL,Marseille,FR,Wholesale,76.45,3104.18,SEK,1.0,2
ORD-104933,Nordfrakt,2026-05-29 00:00:00,Express,Delivered,Gothenburg,SE,Turin,IT,Wholesale,73.15,2776.44,SEK,2.0,2
ORD-104375,Nordfrakt AB,15/01/2026,Economy,Delivered,Gothenburg,SE,Malmo,SE,Retail,27.64,35.34,EUR,2.0,7
ORD-104285,Vantage,27/04/2026,Standard,Delivered,Hamburg,DE,Amsterdam,NL,Industrial,4.23,31.49,EUR,2.0,4
ORD-103494,Baltica Logistics,2026-07-23,Standard,Delayed,Barcelona,ES,Valencia,ES,Industrial,41.99,130.89,EUR,5.0,4
ORD-101791,Kestrel Parcels AB,"Jun 29, 2026",Economy,Delivered,Hamburg,DE,Geneva,CH,Wholesale,90.39,106.41,EUR,6.0,7
ORD-102261,Nordfrakt,"Aug 31, 2026",Economy,Delivered,Rotterdam,NL,Madrid,ES,Retail,20.17,50.52,EUR,5.0,7
ORD-103170,Vantage,2026-02-09,Standard,In Transit,Milan,IT,Eindhoven,NL,E-Commerce,9.39,36.99,EUR,2.0,4
ORD-102288,Meridian Express,"Jul 28, 2026",Standard,Delivered,Hamburg,DE,Stockholm,SE,E-Commerce,11.35,36.87,EUR,2.0,4
ORD-102655,hanseatic line,2026-01-05 00:00:00,Economy,Delivered,Rotterdam,NL,Lyon,FR,Industrial,14.35,42.6,EUR,6.0,7
ORD-100150,Vantage Freight Ltd,2026-06-15,Standard,Cancelled,Milan,IT,Stockholm,SE,E-Commerce,23.43,763.57,SEK,,4
ORD-104080,nordfrakt,2026-07-10 00:00:00,Standard,Delivered,Rotterdam,NL,Lyon,FR,Retail,2.82,40.83,EUR,3.0,4
ORD-103801,Baltica Logistics,2026-01-14,Standard,Delayed,Gothenburg,SE,Gdansk,PL,Wholesale,12.97,64.99,EUR,5.0,4
ORD-104603,Vantage Freight Ltd,"Apr 20, 2026",Economy,Delivered,Gothenburg,SE,Lyon,FR,Wholesale,18.6,48.33,USD,6.0,7
ORD-104760,nordfrakt,2026-08-13,Economy,Delivered,Hamburg,DE,Warsaw,PL,E-Commerce,24.27,46.93,EUR,5.0,7
ORD-103663,Meridian Express,2026-08-11,Express,Delivered,Hamburg,DE,Malmo,SE,Retail,48.82,171.35,EUR,1.0,2
ORD-103580,Baltica Logistics A/S,2026-06-29 00:00:00,Standard,Delivered,Gothenburg,SE,Malmo,SE,Wholesale,14.43,42.65,EUR,2.0,4
ORD-103709,nordfrakt,2026-06-10,Economy,Cancelled,Hamburg,DE,Bergen,NO,E-Commerce,15.84,46.17,EUR,,7
ORD-104685,vantage freight,"Apr 06, 2026",Express,Delayed,Gothenburg,SE,Helsinki,FI,E-Commerce,8.25,134.68,USD,3.0,2
ORD-103224,Meridian Express,28/01/2026,Economy,Delivered,Hamburg,DE,Tampere,FI,Wholesale,10.2,39.14,EUR,5.0,7
ORD-100420,Nordfrakt AB,2026-07-23,Economy,Delivered,Gothenburg,SE,Frankfurt,DE,Retail,13.12,41.94,EUR,4.0,7
ORD-103911,nordfrakt,"Aug 15, 2026",Standard,Delivered,Gothenburg,SE,Oslo,NO,Retail,21.15,63.94,EUR,3.0,4
ORD-100340,Baltica Log.,12/02/2026,Economy,Delivered,Milan,IT,Cologne,DE,Wholesale,24.19,58.33,EUR,5.0,7
ORD-100884,Nordfrakt,21/05/2026,Economy,Delivered,Gothenburg,SE,Madrid,ES,Wholesale,24.82,56.09,EUR,6.0,7
ORD-103975,KESTREL PARCEL,2026-03-16 00:00:00,Standard,Delivered,Rotterdam,NL,Berlin,DE,Wholesale,18.85,723.55,SEK,3.0,4
ORD-102968,Hanseatic Line,"Mar 31, 2026",Standard,Delayed,Rotterdam,NL,Marseille,FR,Retail,27.32,84.51,EUR,6.0,4
ORD-104972,Baltica Logistics A/S,2026-06-03 00:00:00,Economy,Delivered,Rotterdam,NL,Stockholm,SE,Wholesale,90.04,102.09,EUR,3.0,7
ORD-100098,Meridian Express,2026-02-13 00:00:00,Express,Delivered,Rotterdam,NL,Malmo,SE,Wholesale,36.46,178.12,USD,1.0,2
ORD-102753,Nordfrakt AB,23/02/2026,Standard,Delivered,Gothenburg,SE,Aarhus,DK,E-Commerce,55.32,131.01,USD,2.0,4
ORD-101039,Baltica Log.,"May 29, 2026",Standard,Delayed,Hamburg,DE,Gdansk,PL,E-Commerce,21.4,71.42,USD,5.0,4
ORD-104651,hanseatic line,2026-08-24 00:00:00,Standard,Delivered,Rotterdam,NL,Eindhoven,NL,E-Commerce,25.29,61.14,EUR,4.0,4
ORD-101730,Vantage Freight,2026-05-04 00:00:00,Standard,Delivered,Rotterdam,NL,Frankfurt,DE,E-Commerce,19.24,74.87,USD,3.0,4
ORD-104875, Nordfrakt ,02/03/2026,Economy,Delivered,Rotterdam,NL,Eindhoven,NL,E-Commerce,21.76,57.82,EUR,3.0,7
ORD-102405,Vantage Freight Ltd,2026-05-29,Standard,Delivered,Gothenburg,SE, Manchester ,GB,E-Commerce,55.5,116.39,USD,4.0,4
ORD-103025,Vantage Freight Ltd,09/02/2026,Express,Delivered,Rotterdam,NL,Frankfurt,DE,E-Commerce,12.52,111.62,EUR,2.0,2
ORD-100670,Nordfrakt,2026-08-05,Economy,Delivered,Rotterdam,NL,Aarhus,DK,Industrial,27.08,40.27,EUR,3.0,7
ORD-100713,Vantage Freight,"Apr 24, 2026",Express,Delivered,Gothenburg,SE, Frankfurt ,DE,E-Commerce,44.92,199.57,EUR,2.0,2
ORD-100416, Meridian Express,2026-08-17,Standard,Delivered,Barcelona,ES,Graz,AT,E-Commerce,4.09,59.79,EUR,3.0,4
ORD-103863,vantage freight,2026-01-30,Standard,Delivered,Rotterdam,NL,Manchester,GB,E-Commerce,30.37,97.65,USD,4.0,4
ORD-104918, Nordfrakt ,2026-06-08,Economy,Delivered,Gothenburg,SE,Munich,DE,Wholesale,35.69,60.23,EUR,4.0,7
ORD-101289,Nordfrakt,2026-02-05,Standard,Delivered,Rotterdam,NL,Oslo,NO,E-Commerce,37.95,996.04,SEK,3.0,4
ORD-102057,Baltica Logistics A/S,"Apr 10, 2026",Standard,Delivered,Hamburg,DE,Cologne,DE,Retail,46.57,1115.11,SEK,4.0,4
ORD-102816,KESTREL PARCEL,05/03/2026,Economy,Delivered,Rotterdam,NL,Aarhus,DK,Industrial,31.7,47.55,EUR,4.0,7
ORD-103809,Vantage Freight,2026-01-28 00:00:00,Standard,Delayed,Gothenburg,SE,Tampere,FI,Wholesale,3.59,37.89,EUR,5.0,4
ORD-102609,nordfrakt,2026-05-28 00:00:00,Standard,Delivered,Gothenburg,SE,Malmo,SE,Retail,57.68,1435.9,SEK,2.0,4
ORD-103155,hanseatic line,09/06/2026,Express,Delivered,Gothenburg,SE,Aarhus,DK,Retail,7.86,72.82,USD,2.0,2
ORD-101464, Meridian Express,2026-06-11 00:00:00,Economy,Delivered,Milan,IT,Zurich,CH,Retail,111.04,122.96,EUR,5.0,7
ORD-100400,Vantage,30/08/2026,Economy,Delivered,Hamburg,DE,Copenhagen,DK,Industrial,67.34,80.26,EUR,3.0,7
ORD-101263,Kestrel Parcels AB,2026-05-26,Express,Delivered,Gothenburg,SE,Graz,AT,Industrial,56.35,215.0,USD,2.0,2
ORD-100814,KESTREL PARCEL,2026-05-04 00:00:00,Standard,DELIVERED,Rotterdam,NL,Copenhagen,DK,Industrial,27.04,98.21,USD,3.0,4
ORD-103756,Baltica Logistics A/S,"Feb 13, 2026",Express,Delivered,Milan,IT,Vienna,AT,Industrial,14.39,,USD,2.0,2
ORD-100891, Meridian Express,25/03/2026,Express,Delayed,Hamburg,DE,Geneva,CH,Wholesale,13.45,103.55,EUR,3.0,2
ORD-100648,nordfrakt,2026-08-10 00:00:00,Economy,Delivered,Milan,IT,Copenhagen,DK,E-Commerce,35.22,49.33,EUR,2.0,7
ORD-101714,Baltica Logistics A/S,"Feb 17, 2026",Standard,Delivered,Gothenburg,SE,Stockholm,SE,E-Commerce,38.0,75.99,EUR,2.0,4
ORD-101035,Vantage Freight Ltd,"Apr 12, 2026",Standard,Delivered,Gothenburg,SE,Paris,FR,E-Commerce,18.82,66.43,EUR,4.0,4
ORD-103104,Vantage Freight,2026-03-20 00:00:00,Express,Delivered,Gothenburg,SE,Malmo,SE,Wholesale,22.14,120.22,EUR,1.0,2
ORD-100219,vantage freight,2026-07-09 00:00:00,Economy,DELIVERED,Gothenburg,SE,Tampere,FI,Industrial,9.11,38.16,EUR,7.0,7
ORD-102014,MERIDIAN EXPRESS,2026-02-19,Express,Delivered,Milan,IT,Paris,FR,Industrial,33.33,148.9,EUR,1.0,2
ORD-100133,Meridian Expr,"Jan 02, 2026",Standard,Delivered,Barcelona,ES,Geneva,CH,E-Commerce,41.24,113.4,EUR,4.0,4
ORD-103032, Nordfrakt ,"Jan 05, 2026",Economy,Delivered,Gothenburg,SE,Manchester,GB,Wholesale,8.8,35.74,EUR,3.0,7
ORD-104492, Nordfrakt ,18/03/2026,Standard,Delivered,Gothenburg,SE, Zurich ,CH,Retail,11.57,661.97,SEK,4.0,4
ORD-104364,Baltica Logistics A/S,2026-01-12,Express,Delivered,Hamburg,DE,Eindhoven,NL,Retail,52.3,177.96,EUR,2.0,2
ORD-101323,Kestrel Parcel,2026-06-30,Standard,Delivered,Gothenburg,SE,Geneva,CH,Industrial,81.81,157.55,EUR,4.0,4
ORD-101538, Nordfrakt ,"Mar 23, 2026",Standard,Cancelled,Hamburg,DE,Helsinki,FI,Industrial,19.88,78.04,EUR,,4
ORD-103620,Kestrel Parcels AB,2026-08-29 00:00:00,Standard,Delivered,Hamburg,DE,Frankfurt,DE,Retail,48.6,88.64,EUR,4.0,4
ORD-103399,Vantage,"Apr 01, 2026",Standard,Delivered,Hamburg,DE,Amsterdam,NL,Wholesale,110.96,152.56,EUR,2.0,4
ORD-102352,Baltica Logistics A/S,"Mar 28, 2026",Economy,Delivered,Rotterdam,NL,Stockholm,SE,Retail,6.0,27.62,EUR,3.0,7
ORD-100600,nordfrakt,"Feb 02, 2026",Economy,Delivered,Gothenburg,SE,Tampere,FI,Retail,15.16,44.35,EUR,4.0,7
ORD-100701,baltica,"Feb 02, 2026",Economy,Delayed,Gothenburg,SE,Helsinki,FI,Retail,7.14,28.81,EUR,8.0,7
ORD-104037,Hanseatic Lines,"Feb 02, 2026",Express,Delayed,Milan,IT,London,GB,Industrial,13.09,97.9,EUR,4.0,2
ORD-102141,baltica,2026-06-24 00:00:00,Standard,Delivered,Milan,IT,Paris,FR,Wholesale,7.62,49.58,EUR,2.0,4
ORD-101814, Meridian Express,29/06/2026,Standard,Delivered,Rotterdam,NL,Amsterdam,NL,Retail,11.37,45.24,USD,2.0,4
ORD-102124,Vantage Freight Ltd,14/04/2026,Express,Delivered,Milan,IT,Stockholm,SE,Wholesale,10.09,80.74,EUR,1.0,2
ORD-103506,Kestrel Parcels AB,03/06/2026,Express,Delivered,Gothenburg,SE,Stockholm,SE,Industrial,24.74,123.36,USD,1.0,2
ORD-101637,Nordfrakt AB,"Feb 05, 2026",Express,Delivered,Gothenburg,SE,Gothenburg,SE,Wholesale,45.91,202.35,EUR,1.0,2
ORD-102333, Meridian Express,2026-05-26 00:00:00,Standard,Delivered,Gothenburg,SE,Vienna,AT,E-Commerce,21.27,693.18,SEK,3.0,4
ORD-101499,kestrel,05/06/2026,Standard,Delayed,Gothenburg,SE,Tampere,FI,Retail,26.23,69.45,EUR,,4
ORD-102857,MERIDIAN EXPRESS,2026-05-03 00:00:00,Standard,Delivered,Hamburg,DE,Prague,CZ,Wholesale,32.1,72.08,EUR,3.0,4
ORD-103414,baltica,2026-01-22,Economy,Delivered,Hamburg,DE,Berlin,DE,Retail,10.61,36.54,EUR,5.0,7
ORD-101082,baltica,2026-08-08 00:00:00,Express,Delivered,Gothenburg,SE,Gothenburg,SE,Industrial,56.5,173.22,EUR,1.0,2
ORD-101414,Baltica Logistics A/S,2026-01-16,Economy,Delivered,Barcelona,ES,London,GB,Industrial,23.87,51.1,EUR,6.0,7
ORD-100036,Kestrel Parcels AB,"Jun 15, 2026",Standard,Delayed,Barcelona,ES,Helsinki,FI,E-Commerce,17.56,87.72,EUR,5.0,4
ORD-100589,Vantage Freight,"Jun 08, 2026",Standard,Delivered,Rotterdam,NL,Eindhoven,NL,Wholesale,93.3,1669.02,SEK,2.0,4
ORD-104575,Baltica Log.,2026-04-24,Standard,Delivered,Milan,IT,Manchester,GB,Retail,30.28,68.75,EUR,4.0,4
ORD-100540,Vantage Freight,2026-03-25,Economy,Delivered,Hamburg,DE,Valencia,ES,E-Commerce,19.22,50.62,EUR,7.0,7
ORD-101420, Nordfrakt ,2026-08-04 00:00:00,Standard,Delivered,Gothenburg,SE,Vienna,AT,Retail,5.1,56.27,EUR,4.0,4
ORD-103837,Vantage Freight Ltd,24/01/2026,Express,Delayed,Hamburg,DE, Graz ,AT,Retail,30.48,1911.84,SEK,3.0,2
ORD-101971,kestrel,20/07/2026,Economy,Delivered,Rotterdam,NL,Frankfurt,DE,Industrial,23.93,56.59,EUR,5.0,7
ORD-103672,kestrel,2026-01-19,Standard,Delayed,Rotterdam,NL,Vienna,AT,Wholesale,58.79,159.0,USD,5.0,4
ORD-104844,Meridian Express,"Apr 17, 2026",Standard,Delivered,Gothenburg,SE,Marseille,FR,Retail,37.34,76.14,USD,3.0,4
ORD-100063,Nordfrakt AB,"Aug 14, 2026",Economy,Delivered,Rotterdam,NL,Tampere,FI,Industrial,29.46,56.87,EUR,6.0,7
ORD-104879,Vantage Freight,2026-04-20 00:00:00,Standard,Delivered,Rotterdam,NL,Malmo,SE,E-Commerce,23.44,74.5,USD,1.0,4
ORD-100259,Hanseatic Line,"Jan 17, 2026",Express,Delayed,Milan,IT,Aarhus,DK,Industrial,17.6,110.28,EUR,3.0,2
ORD-100705,Meridian Expr,"Jan 05, 2026",Economy,Delivered,Gothenburg,SE,Manchester,GB,Wholesale,27.38,534.65,SEK,5.0,7
ORD-104781,baltica,2026-01-20,Standard,Delayed,Hamburg,DE,Gdansk,PL,Retail,24.77,63.05,EUR,5.0,4
ORD-101506,HANSEATIC,"Jul 15, 2026",Express,Delayed,Gothenburg,SE,Berlin,DE,Retail,23.82,124.78,EUR,4.0,2
ORD-101134,vantage freight,"Feb 02, 2026",Express,Delivered,Rotterdam,NL,Marseille,FR,Wholesale,70.73,276.02,USD,2.0,2
ORD-101108,KESTREL PARCEL,"Jul 30, 2026",Economy,Delivered,Gothenburg,SE,Lyon,FR,Industrial,29.59,70.73,EUR,5.0,7
ORD-101741,Nordfrakt AB,2026-04-13 00:00:00,Standard,Delivered,Rotterdam,NL,Geneva,CH,E-Commerce,55.47,1285.78,SEK,3.0,4
ORD-101085,Nordfrakt AB,"Jun 04, 2026",Economy,Delivered,Gothenburg,SE,Eindhoven,NL,Wholesale,47.77,624.86,SEK,3.0,7
ORD-104839,Vantage Freight Ltd,25/07/2026,Express,Delivered,Gothenburg,SE,Munich,DE,Wholesale,43.71,168.08,EUR,2.0,2
ORD-102671,Nordfrakt,"Jun 15, 2026",Standard,DELIVERED,Rotterdam,NL,Brno,CZ,E-Commerce,30.58,71.92,EUR,4.0,4
ORD-104533,Hanseatic Line,2026-04-17,Standard,Delivered,Hamburg,DE, Madrid ,ES,Retail,16.19,52.61,EUR,4.0,4
ORD-102691,KESTREL PARCEL,2026-01-28 00:00:00,Express,Delayed,Gothenburg,SE,Vienna,AT,Retail,42.6,212.74,USD,3.0,2
ORD-104275, Meridian Express,2026-04-29,Standard,Delivered,Hamburg,DE,Copenhagen,DK,Wholesale,27.96,79.74,EUR,2.0,4
ORD-101657,Meridian Express,2026-06-23,Standard,Delivered,Gothenburg,SE,Malmo,SE,Retail,70.36,140.36,EUR,2.0,4
ORD-103639,Vantage Freight Ltd,2026-02-04,Standard,Delivered,Rotterdam,NL,Gdansk,PL,E-Commerce,44.59,91.79,EUR,4.0,4
ORD-102675,KESTREL PARCEL,21/01/2026,Standard,Delivered,Milan,IT,Manchester,GB,Retail,17.35,67.86,USD,4.0,4
ORD-102021,nordfrakt,26/02/2026,Standard,Delivered,Rotterdam,NL,Rome,IT,Retail,19.78,66.47,EUR,4.0,4
ORD-104085,Baltica Log.,11/02/2026,Economy,Delivered,Rotterdam,NL,Manchester,GB,Industrial,27.86,62.35,USD,6.0,7
ORD-104814,Baltica Log.,2026-04-14,Express,Delivered,Gothenburg,SE,Aarhus,DK,E-Commerce,24.67,128.66,EUR,2.0,2
ORD-101343,nordfrakt,2026-01-12,Standard,Delivered,Gothenburg,SE,Warsaw,PL,Wholesale,22.8,70.5,EUR,4.0,4
