CONSIGNMENT_NO;DESPATCH_DATE;HAULIER;COLLECT_CITY;COLLECT_CC;DELIVER_CITY;DELIVER_CC;SERVICE;ACCOUNT_TYPE;GROSS_WEIGHT_KG;NET_CHARGE;CCY;DAYS_IN_TRANSIT;SLA_DAYS;CONSIGNMENT_STATUS
ORD-101656;09/06/2026;Nordfrakt;Hamburg;DE;Aarhus;DK;Express;E-Commerce;59.8;161.55;EUR;2.0;2;Delivered
ORD-103297;2026-07-13 00:00:00;Vantage Freight;Gothenburg;SE;Stockholm;SE;Express;E-Commerce;21.66;95.95;USD;2.0;2;Delivered
ORD-104207;Jul 28, 2026;Nordfrakt AB;Rotterdam;NL;Brno;CZ;Standard;E-Commerce;35.21;109.71;USD;3.0;4;Delivered
ORD-102324;14/04/2026;Vantage Freight;Rotterdam;NL; Graz ;AT;Economy;Retail;18.33;50.4;EUR;5.0;7;Delivered
ORD-104291;24/07/2026;kestrel;Rotterdam;NL;Eindhoven;NL;Express;E-Commerce;7.24;70.13;EUR;2.0;2;Delivered
ORD-102009;2026-02-11;nordfrakt;Barcelona;ES;London;GB;Standard;Retail;38.69;1253.96;SEK;4.0;4;Delivered
ORD-103657;Jul 20, 2026;vantage freight;Barcelona;ES;Copenhagen;DK;Standard;E-Commerce;31.4;92.13;EUR;2.0;4;Delivered
ORD-100693;Aug 03, 2026;Nordfrakt AB;Rotterdam;NL;Frankfurt;DE;Economy;Wholesale;11.24;35.63;EUR;4.0;7;Delivered
ORD-104545;2026-04-20 00:00:00;Baltica Log.;Milan;IT;Marseille;FR;Economy;Wholesale;33.73;52.75;EUR;5.0;7;Delivered
ORD-101369;Feb 12, 2026;Baltica Log.;Milan;IT;Munich;DE;Standard;Retail;51.22;138.7;EUR;3.0;4;Delivered
ORD-104088;2026-08-24 00:00:00;nordfrakt;Rotterdam;NL;Gothenburg;SE;Economy;Wholesale;30.57;55.44;USD;2.0;7;Delivered
ORD-102205;12/05/2026;kestrel;Barcelona;ES;Munich;DE;Economy;Retail;24.3;42.22;EUR;6.0;7;Delivered
ORD-100656;Apr 27, 2026;MERIDIAN EXPRESS;Hamburg;DE;Gdansk;PL;Economy;Retail;31.23;58.0;EUR;5.0;7;Delivered
ORD-103855;2026-03-26;nordfrakt;Gothenburg;SE; Helsinki ;FI;Standard;Wholesale;4.33;42.7;EUR;4.0;4;Delivered
ORD-102846;2026-06-17;Kestrel Parcels AB;Gothenburg;SE;Gothenburg;SE;Economy;Industrial;12.15;38.25;USD;4.0;7;Delivered
ORD-102980;Mar 30, 2026;nordfrakt;Rotterdam;NL;Vienna;AT;Economy;Wholesale;6.66;38.61;EUR;5.0;7;Delivered
ORD-104418;Mar 27, 2026;Vantage Freight;Gothenburg;SE; Brno ;CZ;Economy;Industrial;27.38;59.3;EUR;5.0;7;Delivered
ORD-100867;2026-06-04 00:00:00;MERIDIAN EXPRESS;Barcelona;ES;Frankfurt;DE;Standard;Wholesale;53.14;109.41;EUR;2.0;4;Delivered
ORD-102507;Feb 04, 2026;Hanseatic Lines;Gothenburg;SE;Madrid;ES;Economy;Retail;18.15;58.95;USD;10.0;7;Delayed
ORD-100457;2026-02-12;Vantage;Gothenburg;SE;Madrid;ES;Standard;E-Commerce;27.99;108.84;EUR;4.0;4;Delivered
ORD-103607;2026-03-16;Meridian Express;Gothenburg;SE;Aarhus;DK;Standard;Retail;6.75;;SEK;3.0;4;Delivered
ORD-102808;2026-05-11 00:00:00;MERIDIAN EXPRESS;Milan;IT;Brno;CZ;Express;Retail;38.93;203.22;EUR;3.0;2;Delayed
ORD-103518;2026-03-09 00:00:00; Nordfrakt ;Gothenburg;SE;Lyon;FR;Standard;Wholesale;19.84;69.64;EUR;4.0;4;Delivered
ORD-100733;Apr 30, 2026;MERIDIAN EXPRESS;Hamburg;DE;Gothenburg;SE;Standard;E-Commerce;34.1;89.61;USD;2.0;4;In Transit
ORD-104863;30/03/2026;Nordfrakt;Gothenburg;SE;Gothenburg;SE;Standard;Wholesale;9.43;45.91;USD;3.0;4;Delivered
ORD-102279;Mar 05, 2026;Vantage Freight Ltd;Gothenburg;SE;Amsterdam;NL;Economy;E-Commerce;20.35;31.28;EUR;4.0;7;Delivered
ORD-103751;2026-05-13;Meridian Express;Rotterdam;NL;Rome;IT;Standard;Retail;13.63;71.57;EUR;4.0;4;Delivered
ORD-100642;Jun 12, 2026; Nordfrakt ;Gothenburg;SE;Cologne;DE;Standard;Wholesale;9.27;45.53;EUR;3.0;4;Delivered
ORD-101066;Jul 22, 2026;Vantage Freight;Hamburg;DE;Graz;AT;Standard;Wholesale;36.66;103.13;USD;3.0;4;Delivered
ORD-103646;16/02/2026;vantage freight;Gothenburg;SE;Graz;AT;Economy;E-Commerce;42.6;;EUR;5.0;7;Delivered
ORD-100781;Feb 13, 2026;Kestrel Parcel;Rotterdam;NL;Gdansk;PL;Economy;E-Commerce;23.72;53.12;EUR;7.0;7;Delivered
ORD-100534;2026-01-12 00:00:00;Baltica Logistics;Hamburg;DE;Amsterdam;NL;Standard;E-Commerce;51.34;112.96;EUR;3.0;4;Delivered
ORD-103796;13/03/2026;Hanseatic Line;Gothenburg;SE;Graz;AT;Standard;E-Commerce;8.89;57.72;EUR;6.0;4;Delayed
ORD-104804;Mar 16, 2026;Kestrel Parcel;Hamburg;DE;Oslo;NO;Standard;Wholesale;57.24;100.43;EUR;4.0;4;Delivered
ORD-104910;03/08/2026; Nordfrakt ;Rotterdam;NL;Stockholm;SE;Express;Retail;20.23;111.63;EUR;1.0;2;Delivered
ORD-102861;2026-07-24 00:00:00;Nordfrakt AB;Rotterdam;NL;Turin;IT;Economy;Wholesale;23.73;53.07;EUR;6.0;7;Delivered
ORD-100316;2026-04-06 00:00:00;Nordfrakt;Gothenburg;SE;Marseille;FR;Standard;Retail;25.64;94.43;USD;2.0;4;Delivered
ORD-102197;Jun 16, 2026; Nordfrakt ;Gothenburg;SE;Bergen;NO;Standard;Wholesale;12.31;51.93;EUR;3.0;4;Delivered
ORD-104801;22/01/2026;MERIDIAN EXPRESS;Rotterdam;NL;Warsaw;PL;Standard;Industrial;37.31;115.26;EUR;4.0;4;Delivered
ORD-104674;Jun 01, 2026;nordfrakt;Barcelona;ES;Zurich;CH;Standard;Retail;26.1;755.46;SEK;2.0;4;Delivered
ORD-101692;2026-02-24;Meridian Express;Gothenburg;SE; Zurich ;CH;Standard;E-Commerce;25.33;75.82;EUR;3.0;4;Delivered
ORD-103876;Mar 17, 2026;Meridian Expr;Gothenburg;SE;Eindhoven;NL;Standard;Retail;29.6;53.16;EUR;2.0;4;Delivered
ORD-100894;2026-04-16;Hanseatic Line;Gothenburg;SE;Malmo;SE;Standard;Wholesale;16.56;50.73;EUR;3.0;4;Delivered
ORD-102122;14/01/2026; Meridian Express;Barcelona;ES;Bergen;NO;Standard;Industrial;89.84;169.56;EUR;3.0;4;Delivered
ORD-101259;2026-05-15 00:00:00;Vantage;Gothenburg;SE;Malmo;SE;Economy;E-Commerce;12.58;37.19;EUR;3.0;7;Delivered
ORD-100809;Aug 30, 2026;Baltica Logistics A/S;Rotterdam;NL;Turin;IT;Standard;Wholesale;14.29;51.35;EUR;5.0;4;Delayed
ORD-101878;Apr 03, 2026;Kestrel Parcel;Milan;IT;Copenhagen;DK;Express;Industrial;5.84;85.8;EUR;2.0;2;Delivered
ORD-102879;Aug 19, 2026;Nordfrakt;Rotterdam;NL;Frankfurt;DE;Standard;E-Commerce;56.29;124.0;EUR;3.0;4;Delivered
ORD-100107;01/03/2026;Vantage;Milan;IT;Frankfurt;DE;Express;Wholesale;67.47;231.67;USD;2.0;2;Delivered
ORD-104316;Aug 20, 2026;Baltica Log.;Barcelona;ES;Krakow;PL;Standard;E-Commerce;11.22;72.79;USD;3.0;4;Delivered
ORD-101532;2026-07-27;MERIDIAN EXPRESS;Rotterdam;NL;Zurich;CH;Economy;E-Commerce;35.03;54.52;EUR;6.0;7;Delivered
ORD-101855;2026-06-11 00:00:00;Baltica Logistics;Gothenburg;SE;Madrid;ES;Standard;Industrial;8.83;691.72;SEK;6.0;4;Delayed
ORD-100211;2026-03-30 00:00:00;Baltica Logistics;Milan;IT;Zurich;CH;Standard;Retail;33.52;72.92;EUR;3.0;4;DELIVERED
ORD-103147;03/06/2026;Nordfrakt AB;Milan;IT;London;GB;Standard;Industrial;17.84;56.85;EUR;3.0;4;Delivered
ORD-102256;2026-05-12 00:00:00;MERIDIAN EXPRESS;Rotterdam;NL;Turin;IT;Standard;Industrial;23.75;72.11;EUR;;4;Delivered
ORD-103633;Apr 22, 2026;Baltica Logistics;Gothenburg;SE;Frankfurt;DE;Standard;Industrial;20.23;62.43;USD;3.0;4;In Transit
ORD-100771;2026-08-24; Meridian Express;Rotterdam;NL;Eindhoven;NL;Standard;Wholesale;46.34;1326.25;SEK;3.0;4;Delivered
ORD-103587;2026-03-16;MERIDIAN EXPRESS;Hamburg;DE;Rome;IT;Express;Industrial;18.89;135.7;EUR;3.0;2;Delayed
ORD-101249;19/08/2026;Nordfrakt AB;Gothenburg;SE;Berlin;DE;Standard;Wholesale;14.05;46.45;EUR;3.0;4;Delivered
ORD-101860;13/04/2026;Kestrel Parcel;Barcelona;ES;Zurich;CH;Standard;Wholesale;26.75;66.57;EUR;5.0;4;DELAYED
ORD-102672;11/06/2026;Vantage;Gothenburg;SE;Valencia;ES;Standard;Industrial;21.79;87.33;EUR;4.0;4;Delivered
ORD-100851;2026-05-15 00:00:00;MERIDIAN EXPRESS;Gothenburg;SE;Malmo;SE;Economy;Wholesale;26.31;30.0;EUR;2.0;7;Delivered
ORD-101316;2026-03-25 00:00:00;Meridian Express;Hamburg;DE;Paris;FR;Standard;Retail;23.54;771.62;SEK;2.0;4;Delivered
ORD-103833;2026-02-26;Nordfrakt AB;Milan;IT;Amsterdam;NL;Express;Wholesale;10.87;85.07;EUR;1.0;2;Delivered
ORD-101823;2026-06-25 00:00:00;Baltica Log.;Rotterdam;NL;Zurich;CH;Standard;Industrial;4.59;45.45;EUR;4.0;4;Delivered
ORD-101053;2026-08-10 00:00:00;hanseatic line;Gothenburg;SE;Lyon;FR;Express;E-Commerce;27.64;124.07;EUR;3.0;2;DELAYED
ORD-100475;2026-05-05;Nordfrakt AB;Gothenburg;SE;Aarhus;DK;Standard;Wholesale;40.93;96.28;EUR;2.0;4;Delivered
ORD-103711;Aug 31, 2026;Kestrel Parcels AB;Rotterdam;NL;Paris;FR;Standard;Wholesale;36.02;81.7;EUR;3.0;4;Delivered
ORD-103146;Feb 16, 2026;HANSEATIC;Gothenburg;SE;Vienna;AT;Standard;Retail;2.07;48.15;EUR;6.0;4;Delayed
ORD-100335;May 18, 2026; Nordfrakt ;Gothenburg;SE;Malmo;SE;Standard;Wholesale;3.41;34.81;EUR;1.0;4;Delivered
ORD-103662;2026-08-14 00:00:00;Baltica Logistics;Gothenburg;SE;Valencia;ES;Standard;Retail;15.2;70.92;USD;6.0;4;Delayed
ORD-100088;2026-04-27 00:00:00;Baltica Log.;Barcelona;ES;Marseille;FR;Express;Wholesale;17.08;115.41;EUR;2.0;2;Delivered
ORD-100874;2026-03-18 00:00:00;vantage freight;Hamburg;DE;Marseille;FR;Standard;Wholesale;18.75;59.94;EUR;3.0;4;Delivered
ORD-103000;2026-05-04;MERIDIAN EXPRESS;Rotterdam;NL;Malmo;SE;Express;Retail;36.27;133.77;EUR;1.0;2;Delivered
ORD-104998;09/03/2026;Vantage Freight;Rotterdam;NL;Lyon;FR;Standard;Wholesale;65.66;99.54;EUR;3.0;4;Delivered
ORD-104913;2026-01-27;Kestrel Parcels AB;Gothenburg;SE;Frankfurt;DE;Express;Retail;27.65;133.01;EUR;2.0;2;Delivered
ORD-100319;26/04/2026;Kestrel Parcels AB;Hamburg;DE;Turin;IT;Economy;Industrial;67.18;1165.52;SEK;5.0;7;Delivered
ORD-103246;2026-04-26 00:00:00;vantage freight;Rotterdam;NL;Amsterdam;NL;Standard;Industrial;7.53;54.99;USD;3.0;4;Delivered
ORD-104868;20/07/2026;vantage freight;Hamburg;DE;Rome;IT;Standard;E-Commerce;24.37;875.61;SEK;5.0;4;Delayed
ORD-101750;27/07/2026; Nordfrakt ;Rotterdam;NL;Amsterdam;NL;Standard;Industrial;5.66;31.06;EUR;3.0;4;DELIVERED
ORD-103917;Jun 10, 2026;vantage freight;Hamburg;DE;Zurich;CH;Economy;Retail;20.0;51.22;EUR;5.0;7;Delivered
ORD-102064;19/01/2026;Nordfrakt AB;Rotterdam;NL;Vienna;AT;Express;Industrial;20.83;127.35;EUR;2.0;2;Delivered
ORD-102964;2026-04-07 00:00:00;baltica;Gothenburg;SE;Copenhagen;DK;Standard;Wholesale;59.54;116.73;EUR;3.0;4;Delivered
ORD-100641;2026-07-17 00:00:00; Meridian Express;Rotterdam;NL;Amsterdam;NL;Standard;Industrial;2.99;38.45;EUR;2.0;4;Delivered
ORD-101976;2026-07-27;Meridian Express;Hamburg;DE;Copenhagen;DK;Express;E-Commerce;24.12;95.63;EUR;2.0;2;Delivered
ORD-101097;2026-04-20;vantage freight;Gothenburg;SE;Berlin;DE;Economy;Wholesale;29.88;51.73;EUR;3.0;7;Delivered
ORD-104692;2026-08-26 00:00:00;Baltica Logistics A/S;Barcelona;ES;Zurich;CH;Standard;Industrial;53.42;138.61;USD;4.0;4;Delivered
ORD-101392;2026-08-23;Meridian Expr;Rotterdam;NL;Graz;AT;Standard;Retail;38.63;105.1;USD;3.0;4;Delivered
ORD-104231;Jul 23, 2026;Nordfrakt AB;Gothenburg;SE;Zurich;CH;Economy;E-Commerce;14.26;39.36;USD;6.0;7;Delivered
ORD-102574;2026-04-29;Vantage Freight;Milan;IT;Brno;CZ;Standard;Wholesale;7.28;54.69;EUR;2.0;4;Delivered
ORD-102135;2026-03-12 00:00:00; Meridian Express;Milan;IT;Helsinki;FI;Standard;E-Commerce;20.4;78.0;USD;3.0;4;Delivered
ORD-103729;2026-02-16;Vantage Freight Ltd;Hamburg;DE;Turin;IT;Standard;Retail;51.14;114.44;EUR;3.0;4;Delivered
ORD-100148;2026-05-26; Nordfrakt ;Gothenburg;SE;Rome;IT;Standard;E-Commerce;33.25;99.19;EUR;4.0;4;Delivered
ORD-100303;2026-07-06;Vantage;Gothenburg;SE;Oslo;NO;Economy;Industrial;15.35;38.45;USD;5.0;7;In Transit
ORD-104789;2026-01-21;MERIDIAN EXPRESS;Gothenburg;SE; Madrid ;ES;Standard;Retail;36.48;98.06;USD;5.0;4;DELAYED
ORD-102637;2026-04-13 00:00:00;Vantage;Rotterdam;NL;Munich;DE;Standard;Retail;14.15;47.43;EUR;3.0;4;Delivered
ORD-104294;2026-07-22;MERIDIAN EXPRESS;Gothenburg;SE;Prague;CZ;Standard;Wholesale;30.45;92.38;EUR;4.0;4;Delivered
ORD-103842;2026-01-02 00:00:00;vantage freight;Gothenburg;SE;Geneva;CH;Standard;E-Commerce;25.13;71.3;EUR;4.0;4;Delivered
ORD-104456;19/01/2026;Vantage;Gothenburg;SE;Bergen;NO;Standard;Retail;31.37;83.37;EUR;3.0;4;Delivered
ORD-100529;2026-07-20 00:00:00;Meridian Express;Hamburg;DE;Amsterdam;NL;Standard;Wholesale;12.37;57.51;EUR;2.0;4;Delivered
ORD-100483;May 12, 2026;Vantage Freight;Hamburg;DE;Manchester;GB;Economy;Industrial;16.06;513.43;SEK;4.0;7;Delivered
ORD-101280;Apr 13, 2026;Kestrel Parcels AB;Barcelona;ES;Cologne;DE;Standard;E-Commerce;19.95;75.54;EUR;4.0;4;Delivered
ORD-103680;2026-03-25 00:00:00;Meridian Express;Hamburg;DE;Frankfurt;DE;Standard;E-Commerce;28.9;72.45;EUR;3.0;4;Delivered
ORD-102362;11/08/2026; Meridian Express;Hamburg;DE;Valencia;ES;Standard;Retail;28.47;101.03;EUR;5.0;4;Delayed
ORD-104856;Jun 08, 2026;Vantage;Gothenburg;SE;Marseille;FR;Economy;Industrial;41.34;51.41;EUR;4.0;7;Delivered
ORD-101529;2026-07-20 00:00:00; Meridian Express;Hamburg;DE;Vienna;AT;Economy;Retail;7.2;33.66;EUR;6.0;7;Delivered
ORD-100685;14/05/2026;Nordfrakt;Barcelona;ES;Warsaw;PL;Standard;Wholesale;9.32;52.58;EUR;4.0;4;Delivered
ORD-101551;2026-06-12; Nordfrakt ;Rotterdam;NL;Stockholm;SE;Economy;Retail;13.58;29.05;EUR;3.0;7;DELIVERED
ORD-104700;01/07/2026;Meridian Expr;Hamburg;DE;Aarhus;DK;Express;Industrial;19.68;114.1;EUR;1.0;2;Delivered
ORD-102689;Aug 24, 2026; Nordfrakt ;Hamburg;DE;Paris;FR;Express;Retail;7.92;1161.97;SEK;2.0;2;Delivered
ORD-101446;Jul 28, 2026;Nordfrakt;Rotterdam;NL;Madrid;ES;Standard;Industrial;3.35;46.17;EUR;4.0;4;Delivered
ORD-100310;2026-03-02;Vantage Freight Ltd;Barcelona;ES;Malmo;SE;Standard;Industrial;19.05;64.38;EUR;2.0;4;In Transit
ORD-100815;Jun 03, 2026;hanseatic line;Rotterdam;NL;Madrid;ES;Express;Wholesale;8.07;132.03;USD;4.0;2;Delayed
ORD-102266;2026-03-11;Baltica Logistics A/S;Gothenburg;SE;Valencia;ES;Standard;Wholesale;35.89;88.04;EUR;5.0;4;Delayed
ORD-104642;06/08/2026; Nordfrakt ;Milan;IT;Gdansk;PL;Standard;Industrial;4.7;52.13;EUR;4.0;4;Delivered
ORD-101950;2026-07-16 00:00:00;Kestrel Parcels AB;Gothenburg;SE;Amsterdam;NL;Economy;Industrial;16.28;43.36;EUR;4.0;7;Delivered
ORD-104541;Feb 09, 2026;Nordfrakt;Gothenburg;SE;Prague;CZ;Standard;Industrial;2.66;37.99;USD;3.0;4;Delivered
ORD-102800;May 11, 2026;Baltica Logistics A/S;Hamburg;DE;Frankfurt;DE;Express;Wholesale;16.39;114.75;EUR;2.0;2;Delivered
ORD-104708;Apr 27, 2026; Meridian Express;Hamburg;DE;Tampere;FI;Standard;Wholesale;14.3;60.17;USD;3.0;4;DELIVERED
ORD-102257;2026-02-23;Baltica Logistics A/S;Hamburg;DE;Berlin;DE;Standard;Wholesale;19.26;64.14;EUR;2.0;4;Delivered
ORD-103824;21/01/2026;MERIDIAN EXPRESS;Hamburg;DE;Geneva;CH;Standard;Retail;39.56;91.27;USD;4.0;4;Delivered
ORD-100753;Jul 27, 2026; Meridian Express;Hamburg;DE;Brno;CZ;Standard;Retail;10.98;64.28;EUR;3.0;4;Delivered
ORD-101563;Jul 20, 2026;Hanseatic Line;Rotterdam;NL;Frankfurt;DE;Standard;Industrial;29.44;76.54;EUR;3.0;4;Delivered
ORD-103493;13/04/2026;Meridian Express;Barcelona;ES;Aarhus;DK;Standard;Wholesale;31.78;71.8;USD;2.0;4;Delivered
ORD-102648;2026-07-28 00:00:00;Baltica Logistics;Gothenburg;SE;Eindhoven;NL;Standard;Industrial;10.95;60.24;EUR;4.0;4;DELIVERED
ORD-103563;May 12, 2026;Vantage Freight;Barcelona;ES;Bergen;NO;Standard;Industrial;16.78;51.81;EUR;2.0;4;Delivered
ORD-101964;25/05/2026;Kestrel Parcels AB;Rotterdam;NL;Frankfurt;DE;Economy;Retail;21.5;56.12;EUR;6.0;7;Delivered
ORD-101427;Jul 09, 2026;Kestrel Parcels AB;Milan;IT;Eindhoven;NL;Standard;Retail;9.32;52.96;EUR;3.0;4;Delivered
ORD-103322;2026-05-06 00:00:00;Meridian Expr;Gothenburg;SE;London;GB;Standard;Wholesale;29.0;73.24;EUR;4.0;4;Delivered
ORD-104028;2026-03-16;Nordfrakt AB;Gothenburg;SE;Vienna;AT;Standard;Wholesale;20.2;68.19;EUR;3.0;4;Delivered
ORD-100174;18/03/2026;kestrel;Gothenburg;SE;Gdansk;PL;Economy;Retail;6.64;32.81;USD;4.0;7;Delivered
ORD-100277;2026-05-04; Nordfrakt ;Gothenburg;SE;Aarhus;DK;Standard;Industrial;2.99;33.14;EUR;2.0;4;Delivered
ORD-101024;26/05/2026;HANSEATIC;Barcelona;ES;Malmo;SE;Express;Industrial;33.01;1436.17;SEK;2.0;2;DELIVERED
ORD-101466;2026-02-12;Baltica Logistics A/S;Milan;IT;Helsinki;FI;Standard;Wholesale;18.83;70.61;EUR;5.0;4;Delayed
ORD-101713;2026-04-07;Kestrel Parcel;Gothenburg;SE;Bergen;NO;Express;Industrial;86.18;3059.36;SEK;3.0;2;DELAYED
ORD-103424;Jan 29, 2026;Nordfrakt AB;Gothenburg;SE;Gothenburg;SE;Economy;Wholesale;14.49;28.59;EUR;3.0;7;Delivered
ORD-102611;Jul 23, 2026;Kestrel Parcels AB;Gothenburg;SE;Marseille;FR;Standard;Wholesale;8.23;58.0;EUR;4.0;4;Delivered
ORD-100388;03/07/2026;Vantage Freight Ltd;Milan;IT;Munich;DE;Standard;E-Commerce;44.52;89.07;EUR;2.0;4;Delivered
ORD-102821;2026-06-01;Hanseatic Line;Gothenburg;SE;Rome;IT;Economy;E-Commerce;80.33;116.47;USD;;7;Delivered
ORD-104927;20/01/2026;Meridian Expr;Gothenburg;SE;Aarhus;DK;Standard;Retail;14.14;43.76;EUR;3.0;4;Delivered
ORD-103574;2026-08-06 00:00:00;KESTREL PARCEL;Rotterdam;NL;Valencia;ES;Standard;E-Commerce;21.48;691.0;USD;6.0;4;Delayed
ORD-100050;2026-04-22;Meridian Expr;Gothenburg;SE;Aarhus;DK;Express;Retail;28.39;110.19;EUR;1.0;2;Delivered
ORD-103695;2026-02-16;Kestrel Parcels AB;Gothenburg;SE;Munich;DE;Economy;Retail;19.04;33.48;USD;7.0;7;Delivered
ORD-104162;05/01/2026;Baltica Logistics;Rotterdam;NL;Graz;AT;Standard;Retail;17.61;75.15;EUR;4.0;4;Delivered
ORD-103867;19/05/2026;MERIDIAN EXPRESS;Gothenburg;SE;Eindhoven;NL;Express;Retail;5.39;86.88;EUR;2.0;2;Delivered
ORD-102929;2026-02-23 00:00:00;vantage freight;Hamburg;DE;Tampere;FI;Standard;Wholesale;33.61;88.58;EUR;4.0;4;Delivered
ORD-104761;09/06/2026;MERIDIAN EXPRESS;Hamburg;DE;Gothenburg;SE;Express;E-Commerce;14.96;1030.59;SEK;1.0;2;Delivered
ORD-102344;Jan 17, 2026;KESTREL PARCEL;Gothenburg;SE;Cologne;DE;Express;Wholesale;16.18;1247.98;SEK;2.0;2;Delivered
ORD-104727;30/06/2026;Kestrel Parcels AB;Hamburg;DE;Gothenburg;SE;Express;Wholesale;43.35;145.5;EUR;1.0;2;Delivered
ORD-100724;2026-05-06;Kestrel Parcel;Gothenburg;SE;Gothenburg;SE;Standard;E-Commerce;29.54;85.3;USD;3.0;4;Delivered
ORD-104979;Jan 29, 2026;baltica;Hamburg;DE;Gdansk;PL;Express;Retail;33.65;172.46;EUR;3.0;2;Delayed
ORD-104897;Jan 15, 2026;Nordfrakt AB;Gothenburg;SE;Eindhoven;NL;Standard;Wholesale;30.35;76.25;EUR;3.0;4;Delivered
ORD-101735;May 13, 2026;Vantage Freight Ltd;Hamburg;DE;Zurich;CH;Standard;Industrial;23.38;73.77;EUR;5.0;4;Delayed
ORD-100273;2026-08-09 00:00:00;Baltica Logistics A/S;Gothenburg;SE;Geneva;CH;Express;E-Commerce;87.38;356.8;EUR;2.0;2;Delivered
ORD-102944;2026-05-26 00:00:00;Baltica Logistics A/S;Milan;IT;Brno;CZ;Standard;Retail;38.72;93.77;EUR;4.0;4;DELIVERED
ORD-102692;2026-07-13 00:00:00;Nordfrakt;Barcelona;ES;Stockholm;SE;Express;E-Commerce;23.73;137.79;EUR;1.0;2;Delivered
ORD-102767;2026-08-28 00:00:00;KESTREL PARCEL;Gothenburg;SE;Frankfurt;DE;Economy;Retail;11.78;45.54;USD;5.0;7;Delivered
ORD-101131;03/03/2026;Nordfrakt AB;Gothenburg;SE;Oslo;NO;Standard;E-Commerce;59.11;101.06;EUR;3.0;4;Delivered
ORD-102239;2026-06-29;Meridian Express;Milan;IT;Aarhus;DK;Standard;Industrial;37.75;992.39;SEK;2.0;4;Delivered
ORD-101383;06/07/2026; Nordfrakt ;Gothenburg;SE;Bergen;NO;Express;Retail;33.03;144.21;EUR;2.0;2;Delivered
ORD-103074;14/01/2026; Meridian Express;Hamburg;DE;Munich;DE;Standard;Industrial;47.73;102.68;EUR;3.0;4;Delivered
ORD-102630;2026-07-27; Nordfrakt ;Rotterdam;NL;Geneva;CH;Standard;Wholesale;93.13;1629.6;SEK;3.0;4;Delivered
ORD-100624;26/01/2026;Vantage Freight;Barcelona;ES;Cologne;DE;Economy;Wholesale;50.23;873.95;SEK;4.0;7;Delivered
ORD-100839;2026-07-13 00:00:00;nordfrakt;Gothenburg;SE;Vienna;AT;Standard;E-Commerce;14.22;626.97;SEK;2.0;4;Delivered
ORD-100323;2026-07-16;nordfrakt;Hamburg;DE;Eindhoven;NL;Standard;Industrial;22.74;730.16;SEK;3.0;4;Delivered
ORD-101867;2026-04-22 00:00:00;Baltica Logistics A/S;Hamburg;DE;Vienna;AT;Economy;Industrial;5.98;30.77;EUR;4.0;7;Delivered
ORD-104583;2026-03-24; Nordfrakt ;Milan;IT;Malmo;SE;Standard;Retail;15.29;60.06;EUR;2.0;4;Delivered
ORD-100437;2026-07-23;hanseatic line;Gothenburg;SE;Copenhagen;DK;Economy;Retail;75.41;100.54;EUR;4.0;7;Delivered
ORD-104722;Aug 03, 2026;Meridian Expr;Milan;IT;Berlin;DE;Standard;E-Commerce;27.44;94.31;EUR;3.0;4;Delivered
ORD-104467;Aug 04, 2026; Nordfrakt ;Rotterdam;NL;Krakow;PL;Standard;Wholesale;8.34;51.39;EUR;3.0;4;Delivered
ORD-101204;23/02/2026;Vantage Freight Ltd;Gothenburg;SE;Malmo;SE;Express;Retail;17.43;109.31;EUR;1.0;2;Delivered
ORD-104992;27/08/2026;HANSEATIC;Gothenburg;SE;Manchester;GB;Standard;Retail;43.19;121.46;USD;6.0;4;Delayed
ORD-100552;2026-05-29 00:00:00;Nordfrakt;Hamburg;DE;Eindhoven;NL;Standard;E-Commerce;14.83;42.7;USD;2.0;4;Delivered
ORD-104567;23/03/2026;Kestrel Parcel;Rotterdam;NL;Oslo;NO;Economy;Wholesale;38.79;59.63;USD;4.0;7;Delivered
ORD-101613;Mar 16, 2026;Vantage;Gothenburg;SE;Cologne;DE;Standard;Retail;19.88;64.86;EUR;3.0;4;Delivered
ORD-102934;2026-05-18;Nordfrakt;Gothenburg;SE;Malmo;SE;Standard;Industrial;31.91;56.44;EUR;2.0;4;Delivered
ORD-100236;02/03/2026;baltica;Rotterdam;NL;Zurich;CH;Standard;E-Commerce;18.9;83.98;EUR;4.0;4;Delivered
ORD-103625;13/04/2026;Hanseatic Lines;Gothenburg;SE;Amsterdam;NL;Standard;Retail;33.02;923.67;SEK;3.0;4;Delivered
ORD-103127;Jul 13, 2026;KESTREL PARCEL;Milan;IT;Helsinki;FI;Standard;E-Commerce;17.02;759.32;SEK;6.0;4;DELAYED
ORD-102435;Jan 05, 2026;nordfrakt;Rotterdam;NL;Vienna;AT;Express;Wholesale;77.61;262.4;EUR;2.0;2;Delivered
ORD-100390;14/04/2026; Nordfrakt ;Gothenburg;SE;Turin;IT;Express;Retail;46.11;219.66;USD;3.0;2;DELAYED
ORD-101217;Apr 07, 2026;Meridian Express;Gothenburg;SE;Warsaw;PL;Standard;E-Commerce;27.21;100.16;EUR;3.0;4;Delivered
ORD-100235;Mar 30, 2026;MERIDIAN EXPRESS;Gothenburg;SE;Berlin;DE;Express;E-Commerce;22.55;140.93;EUR;2.0;2;Delivered
ORD-103134;2026-03-26 00:00:00;Baltica Log.;Hamburg;DE;Bergen;NO;Standard;E-Commerce;10.04;55.82;USD;;4;Delivered
